Date,Quarter,Appr. status,Seq No.,Sampling type,Vessel,Trip,Station,Gear,Mesh size,Validity (haul),Subsample,Fate,Processing,Catagory,Max maturity,Subdiv.,Rect.,ICES,Depth,Fishno,Lengthclass,Age,Age quality,Weight (g),Sex,Maturity,Otolithno,Fat content,Nematodes,Decease,Vr,Spawning type,Spawning grind,Liver weight (mg),Gonad weight (mg),Gutted weight (g),Gall content,Stomach state,Dna number,Maturity nephrop,Maturity pandalus,Aging method,Liver weight roundfish (g),Gonad weight roundfish (g),Parasite prawns,Ichthyophonus,Nematodes in liver,Spmen note
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",46,260,11,,194,M,6,46,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",24,270,5,,286,F,4,24,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",98,270,6,,246,F,4,98,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",22,270,6,,274,F,4,22,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",80,270,6,,284,F,4,80,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",89,270,7,,280,F,4,89,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",13,270,8,,238,F,4,13,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",55,270,8,,280,F,4,55,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",50,270,11,,240,F,4,50,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",11,270,7,,200,M,6,11,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",75,270,7,,202,M,6,75,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",27,280,4,,294,F,4,27,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",56,280,5,,286,F,4,56,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",14,280,6,,308,F,4,14,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",10,280,6,,314,F,4,10,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",33,280,7,,284,F,4,33,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",41,280,8,,266,F,4,41,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",16,280,5,,210,M,6,16,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",34,280,6,,184,M,6,34,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",70,280,10,,176,M,6,70,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",30,280,11,,246,M,6,30,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",25,290,13,,344,F,4,25,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",49,290,13,,350,F,4,49,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",23,290,11,,272,M,5,23,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",40,290,8,,236,M,6,40,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",77,300,8,,344,F,4,77,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",52,300,11,,402,F,4,52,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",9,300,13,,346,F,4,9,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",99,300,13,,386,F,4,99,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",101,310,7,,436,F,4,101,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",74,310,11,,324,F,4,74,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",38,320,11,,470,F,4,38,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",32,320,14,,450,F,4,32,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",4,320,17,,392,F,4,4,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",3,320,,,308,F,4,3,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",28,330,8,,382,F,4,28,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",44,340,11,,490,F,4,44,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",39,350,10,,570,F,4,39,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10047,6,OXBH,3,1,319,,V,0,8,0,9,9,25,4059,40G4,"50,1",36,350,18,,474,F,4,36,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",28,160,2,,44,F,1,136,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",16,170,4,,70,M,6,124,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",1,220,4,,138,M,6,109,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",23,230,9,,142,M,5,131,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",27,230,6,,130,M,6,135,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",25,230,6,,138,M,6,133,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",5,240,4,,180,F,4,113,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",22,240,5,,194,F,4,130,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",15,240,5,,212,F,4,123,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",18,240,6,,170,F,4,126,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",24,240,6,,194,F,4,132,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",12,240,4,,150,M,6,120,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",17,240,4,,162,M,6,125,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",4,240,9,,168,M,6,112,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",11,260,4,,216,F,4,119,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",21,260,5,,186,F,4,129,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",10,260,4,,184,M,6,118,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",2,260,8,,202,M,6,110,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",13,270,4,,242,F,4,121,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",8,270,5,,224,F,4,116,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",14,270,6,,248,F,4,122,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",9,270,4,,204,M,6,117,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",6,270,4,,254,M,6,114,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",26,270,5,,176,M,6,134,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",7,280,4,,302,F,4,115,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",3,310,5,,302,F,4,111,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",20,320,6,,298,M,6,128,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10048,6,OXBH,3,3,319,,V,0,8,0,9,9,25,4059,40G4,"47,3",19,360,6,,532,F,4,127,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",12,200,3,,90,F,2,148,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",13,200,3,,92,M,5,149,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",10,230,6,,130,M,5,146,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",9,240,7,,176,M,5,145,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",11,240,8,,164,M,6,147,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",8,260,4,,192,F,2,144,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",6,270,5,,256,F,4,142,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",7,270,6,,300,F,4,143,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",1,280,3,,264,F,4,137,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",4,290,5,,302,F,4,140,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",3,290,7,,354,F,4,139,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",5,290,7,,228,M,6,141,,,,,,,,,,,,,,,,,,,,,
2013-02-22,1,No,10049,6,OXBH,3,4,319,,V,0,8,0,9,9,25,4059,40G4,"37,6",2,310,3,,394,F,4,138,,,,,,,,,,,,,,,,,,,,,
